county,listing_id,status,address,city,state,zip,lat,lon,price,price_per_sqft,beds,baths,sqft,lot_sqft,year_built,garage,property_type,description,url,list_date,last_update,days_on_market,adu_keywords,lot_utilization,remaining_lot_sqft,price_per_bedroom
"Los Angeles County, CA",2984705304,for_sale,13266 Sayre St,Sylmar,CA,91342,34.320149,-118.422066,999999,0,3,3,2360.0,7291.0,2005.0,0,single_family,"Welcome to your dream home in the heart of Sylmar! This fully remodeled 3-bedroom, 3-bathroom house offers the perfect blend of comfort and style. Enjoy the high ceilings, a naturally lit, open floor plan where the living room flows into the dining room with a view of the back yard. Gleaming quartz countertops greet you in an ample kitchen. An impressive lot provides endless possibilities for outdoor living. Whether you're dreaming of garden parties, weekend barbecues, or simply a peaceful retreat from the world, this expansive outdoor space delivers. Two newer unpermitted ADU's could provide extra income. Current tenants can be out by COE or stay on and provide income. Permit for an in-ground pool included! Plenty of parking, accessible from the alley, will never be a concern with the generous space available for multiple vehicles and guests. Two additional dwelling units on the property offer exciting potential for additional living space, rental income, or creative spaces though permits may be required.",https://www.realtor.com/realestateandhomes-detail/13266-Sayre-St_Sylmar_CA_91342_M16223-75485,2025-07-26 02:47:33+00:00,,0,ADU,0.3236867370731038,4931.0,333333.0
"Los Angeles County, CA",2984696906,for_sale,7822 Peach Ave,Van Nuys,CA,91406,34.212856,-118.468593,959000,0,3,2,1338.0,8075.0,1950.0,0,single_family,"Positioned on a quiet cul-de-sac, this fully updated home offers turnkey comfort with built-in potential for added value located in Chisholm Estates adjacent. This turnkey 3-bedroom, 2-bath residence has been thoughtfully updated throughout and offers the perfect blend of comfort, style, and long-term potential. Inside, the open-concept layout is filled with natural light and features wide-plank flooring, recessed lighting, and a beautifully designed kitchen complete with a large waterfall island, quartz countertops, custom cabinetry, and stainless-steel appliances. The spacious primary suite includes a cozy sitting area, large closet space, and a spa-inspired bathroom with an oversized walk-in shower. Step outside to a private backyard designed for both entertaining and everyday enjoyment. Multiple patio zones, two grassy lawn areas, and mature trees provide a tranquil and versatile setting - with no rear neighbors for added privacy. Whether hosting friends or enjoying a quiet evening, this outdoor space offers room to relax, play, or expand. The detached garage is a major bonus - perfectly positioned for an ADU conversion. Additional features include: brand-new driveway with drive-through garage access, parking for 6+ vehicles, tankless water heater, central HVAC, and an indoor laundry room. Conveniently located near the 405 freeway, Van Nuys Airport, shopping centers, local schools, and parks, this home checks every box for modern Valley living with future upside.",https://www.realtor.com/realestateandhomes-detail/7822-Peach-Ave_Van-Nuys_CA_91406_M28535-38651,2025-07-26 00:15:57+00:00,,0,ADU,0.16569659442724458,6737.0,319666.6666666667
"Los Angeles County, CA",2984692770,for_sale,8100 W 83rd St,Playa Del Rey,CA,90293,33.959312,-118.437991,2250000,0,6,4,3051.0,6114.0,1959.0,0,single_family,"This charming Playa Del Rey single-family home, set on a rare corner lot less than a mile from the beach, perfectly blends quintessential California living with the added bonus of an income-producing ADU. The beautifully updated main house offers 4 bedrooms, 3 bathrooms, and 2, 268 sq ft of bright, open living space, featuring a fully renovated kitchen with modern finishes designed for comfort and entertaining. Above the 3-car garage sits a separate updated 2-bedroom, 1-bathroom ADU with private entry, offering 783 sq ft of move-in-ready space ideal for long-term rental or Airbnb income. Zoned R3, this property has the potential to develop up to 7 units with no rent control, presenting multiple value-add options such as converting the garage, developing multi-units, or holding as a high-performing investment. Located steps from the sand, bike paths, LMU, shops, restaurants, and commuter routes, this turnkey property is a rare opportunity in an area with extremely low inventory. Whether you're seeking passive income, long-term development potential, or your dream coastal home, this Playa Del Rey gem delivers on every front. Buyer to verify all current square footage, permits and development opportunities.",https://www.realtor.com/realestateandhomes-detail/8100-W-83rd-St_Playa-Del-Rey_CA_90293_M23492-73129,2025-07-25 22:16:05+00:00,,0,ADU,0.49901864573110893,3063.0,375000.0
"Los Angeles County, CA",2984695505,for_sale,3627 W 64th St,Los Angeles,CA,90043,33.982045,-118.336241,1135000,0,3,2,1708.0,6133.0,1936.0,0,single_family,"Extensively Upgraded and Back on the Market! MAJOR improvements just completed, including foundation repairs, roof repairs, and full sewer line replaced or lined, making this stunning Spanish-style home truly move-in ready. Located in desirable Park Mesa Heights, this 3-bed, 2-bath beauty offers 1, 708 sq ft of open-concept living with vaulted ceilings, recessed lighting, and a modern gas fireplace. The gourmet kitchen features a large center island, perfect for entertaining. The spacious en-suite primary includes a walk-in closet, spa-like bath, and French doors to a private deck and back yard. Smart Home features, new electrical, plumbing, HVAC, tankless water heater, and a whole-home water filtration system provide ultimate comfort. Detached garage with EV charger offers strong ADU potential. Just blocks from the NEW Vallarta Supermarket, Crenshaw/LAX Metro line and close to SoFi Stadium, Intuit Dome, and Cosm LA. This property qualifies for City National's Ladder Up Home Loan Grant Program, which offers eligible buyers as little as 3% down and A GRANT UP TO $20, 000 that can be put toward your down payment, closing costs, or rate buy-down. In addition to the City National program, this listing ALSO qualifies for Insignia's Mortgage's Dream Program which offers eligible buyer's interest rates in the 5% range and allows for buyers to pay 0 PMI if putting less than 20% down. Buyer to verify eligibility.",https://www.realtor.com/realestateandhomes-detail/3627-W-64th-St_Los-Angeles_CA_90043_M19409-31059,2025-07-25 23:30:44+00:00,,0,ADU,0.27849339638023807,4425.0,378333.3333333333
"Los Angeles County, CA",2984688509,for_sale,17801 Lanark St,Reseda,CA,91335,34.218184,-118.521,999000,0,5,3,1542.0,6002.0,1954.0,0,single_family,"Beautifully Renovated Home with a Brand New ADU in a Prime Reseda Location. Main home is thoughtfully updated, featuring 4 bedrooms, 2 bathrooms, and an open floor plan with tons of natural light. Sleek kitchen with stainless steel appliances and island with breakfast seating. Expansive backyard with lush grassy area and pergola ideal for outdoor dining or entertaining. The brand new ADU features 1 bedroom, 1 bathroom, perfect as an in-laws suite, an office, or for additional income. Recent upgrades include a brand new kitchen, new flooring throughout, new HVAC system, and a new roof, ensuring both peace of mind and move-in readiness. Whether you're an investor seeking strong returns or an owner-user looking for a versatile living solution, this is a rare opportunity in a desirable Reseda neighborhood.",https://www.realtor.com/realestateandhomes-detail/17801-Lanark-St_Reseda_CA_91335_M10211-09099,2025-07-25 20:47:00+00:00,,0,ADU,0.25691436187937355,4460.0,199800.0
"Los Angeles County, CA",2984692792,for_sale,1612 Gilcrest Dr,Beverly Hills,CA,90210,34.100318,-118.401996,2795000,0,2,2,1766.0,4956.0,1971.0,0,single_family,"Located in prime Beverly Hills, sits this impeccable residence that combines refined luxury with an unmatched location. This stylish home epitomizes the California lifestyle, seamlessly blending indoor/outdoor living spaces. An elegant living room includes a custom fireplace and opens to a large deck with explosive city views. The gourmet kitchen features state of the art appliances and Carrara marble countertops. Two en-suite bedrooms with high ceilings accompany the open floor plan that includes meticulously maintained hardwood floors throughout. In addition, the primary en-suite bedroom opens to a secluded private patio with 10/10 views of downtown LA. The entire home was beautifully designed using the finest materials and will appeal to the most discerning buyer. Finally, a rooftop terrace with ocean views awaits a spa, or possible ADU. This is a jewel of a property that is not to be missed. Come see it before it's gone.",https://www.realtor.com/realestateandhomes-detail/1612-Gilcrest-Dr_Beverly-Hills_CA_90210_M12587-09747,2025-07-25 22:16:05+00:00,,0,ADU,0.3563357546408394,3190.0,1397500.0
"Los Angeles County, CA",2984696167,for_sale,18063 Burbank Blvd,Encino,CA,91316,34.172479,-118.526582,1199999,0,4,3,2498.0,6649.0,1949.0,0,single_family,"Welcome to a home that offers both comfort and possibility in the heart of Encino Park. This lovingly updated 4-bedroom, 2.5-bathroom residence features nearly 2, 500 square feet of inviting living space on an oversized lotover 1, 000 sq ft larger than most in the neighborhood. From the moment you step inside, youll feel the warmth of its bright, open layout, complemented by brand-new flooring and thoughtful touches throughout. The main living area includes 3 generously sized bedrooms and 1.5 baths, along with a spacious, light-filled family room centered around a classic brick fireplaceperfect for cozy evenings. The kitchen, with its cheerful breakfast nook, is ideal for casual mornings or catching up over coffee. Theres even space to convert the powder room into a full second bath, offering flexibility to grow with your needs. Separate living quarters with its own exterior entrance provide the perfect retreatwhether you're looking for private guest accommodations, multigenerational living, or a peaceful work-from-home setup, this versatile space adapts to your lifestyle. Whether youre seeking a spacious single-family home, a multigenerational layout, or an income-producing opportunity, this property is uniquely positioned to deliver. Plans have already been submitted to the city to reconfigure the layout into three separate unitswith the potential to add a fourth by converting the existing carportall without expanding the homes current footprint. With the ability to easily divide the main residence from the additional units, you can begin generating rental income right away. With tasteful upgrades throughout, a brand-new roof installed in 2024, SB9, ADU potential and thoughtful planning for long-term value, this one-of-a-kind property is a must-see for anyone looking to live, invest, or both in the heart of Encino.",https://www.realtor.com/realestateandhomes-detail/18063-Burbank-Blvd_Encino_CA_91316_M14482-39959,2025-07-25 23:59:01+00:00,,0,ADU,0.3756955933223041,4151.0,299999.75
"Los Angeles County, CA",2984695972,for_sale,5434 Sylvia Ave,Tarzana,CA,91356,34.170002,-118.552003,1449990,0,4,3,2399.0,7055.0,1947.0,0,single_family,"2 UNITS ON ONE LOT! Welcome to this beautifully maintained property in the heart of Tarzana, featuring a spacious 3-bedroom, 2-bathroom main house and a permitted 1-bedroom, 1-bathroom ADU perfect for multi-generational living, rental income, or a private home office. The main residence boasts an inviting open-concept layout with a bright living room, spacious kitchen with modern appliances, and a cozy dining area ideal for entertaining. The primary suite offers a private retreat with an en-suite bath, while two additional bedrooms provide ample space for family or guests, with laundry and plenty of closets. The detached ADU is a standout feature, offering its own private entrance, full kitchen, bathroom, laundry, and living area perfect for tenants or extended family. Enjoy living in the spacious backyard with room to relax, garden, or entertain. Located in a desirable neighborhood, just minutes from Ventura Blvds shops, dining, parks, and schools. Dont miss this unique opportunity to own a versatile property in one of the Valleys most desirable neighborhoods! A must see.",https://www.realtor.com/realestateandhomes-detail/5434-Sylvia-Ave_Tarzana_CA_91356_M15858-63085,2025-07-25 23:50:40+00:00,,0,ADU,0.34004252303330973,4656.0,362497.5
"Los Angeles County, CA",2984689381,for_sale,17424 Hemmingway St,Northridge,CA,91325,34.213279,-118.512739,1199000,0,4,3,2235.0,6229.0,1951.0,0,single_family,"Welcome to this beautifully upgraded home nestled in a quiet, serene Northridge neighborhood. This spacious 4-bedroom, 3-bathroom residence boasts 2, 235 sqft of living space and includes two master bedrooms, offering comfort and privacy. Step inside to find a luxurious and inviting interior featuring marble flooring and recessed lighting throughout. The home offers a large living room and an equally expansive family room, both ideal for entertaining. The kitchen features custom cabinetry, granite countertops, and brand-new stainless steel appliances, creating a beautiful and practical space for cooking and gathering. All bathrooms have been upgraded with smart features, blending luxury with technology for a modern lifestyle. The fully remodeled garage offers versatile space with potential to convert into an ADU or guest room. Additional upgrades include a new electrical panel, tankless water heater, central A/C and heating, and 45+ paid-off solar panels, ensuring lower utility bills and greater energy efficiency. Smart home features and a security system add modern convenience, while the spacious backyard is an entertainers dream, complete with a patio, large pool and jacuzzi with smart features, firepit, Bluetooth speakers, and a built-in BBQ area. A sizable front yard offers ample parking and is secured with custom entry/exit gates. This gem truly has it all. Don't miss out on the opportunity to make this beautiful home your own!",https://www.realtor.com/realestateandhomes-detail/17424-Hemmingway-St_Northridge_CA_91325_M22439-79630,2025-07-25 21:04:21+00:00,,0,ADU,0.35880558677155244,3994.0,299750.0
"Los Angeles County, CA",2984676875,for_sale,1908 W 79th St,Los Angeles,CA,90047,33.967008,-118.311574,795000,0,4,2,1834.0,7966.0,1931.0,0,single_family,"This beautifully updated 4-bedroom, 2-bathroom traditional style home blends timeless character with thoughtful modern upgrades. A lush, turf-covered front yard and a spacious paved driveway lead to a detached two-car garage, offering ample curb appeal and convenience with the possibility of an ADU conversion. Step inside to a bright, inviting living room featuring hardwood floors and a classic fireplace, the perfect setting for both relaxing and entertaining. The remodeled kitchen offers a stylish and functional space for everyday living, while the separate laundry room is equipped with a brand-new washer and dryer for added ease. Three of the bedrooms include ceiling fans, and with central heating and portable air conditioning units, comfort is ensured year-round. The generous backyard is gated for added privacy and security. Located in the heart of Inglewood just a stone's throw to The Forum and SoFi Stadium, this home offers the ideal combination of charm, space, and modern amenities, a must-see for those seeking comfort and style in a highly sought-after neighborhood with so much opportunity.",https://www.realtor.com/realestateandhomes-detail/1908-W-79th-St_Los-Angeles_CA_90047_M15431-58761,2025-07-25 17:16:04+00:00,,0,ADU,0.23022847100175747,6132.0,198750.0
"Los Angeles County, CA",2984693647,for_sale,3109 Robinette Ave,Baldwin Park,CA,91706,34.068558,-117.986066,855000,0,3,2,1252.0,5125.0,1956.0,0,single_family,"Welcome to this 3-bedroom, 2-bath home in the heart of Baldwin Park! This property offers a thoughtfully designed layout featuring a Junior ADU, perfect for extended family, guests, or rental income potential. With RV or boat parking, youll have plenty of space for all your recreational needs. The home is wheelchair accessible, ensuring comfort and convenience for everyone. It has recently been updated with fresh paint, new flooring throughout the entire home, New Kitchen countertops, New Windows, New Garage door and New Water Heater. The backyard provides ample room for outdoor entertaining or future customizations. There are also hookups for water cold / hot as well as a gas line in the backyard for an additional washer and dryer or for a bbq grill and sink! Located close to schools, shopping, and easy freeway access, this property is a rare find with endless possibilities.",https://www.realtor.com/realestateandhomes-detail/3109-Robinette-Ave_Baldwin-Park_CA_91706_M17223-44081,2025-07-25 22:37:47+00:00,,0,ADU,0.24429268292682926,3873.0,285000.0
"Los Angeles County, CA",2984693368,for_sale,174 N Wendy Dr,Thousand Oaks,CA,91320,34.180474,-118.943383,899000,0,4,2,1630.0,7405.0,1964.0,0,single_family,"Welcome home to this fully renovated modern open Floor plan view home. This home has fully approved ADU plans which can be completed for only $68, 000 and the ADU will bring in ~$3000 in rent to help offset your mortgage. With a massive backyard 4-bedrooms and an ideal location in the heart of Newbury Park- This single-story residence offers a spacious open-concept layout ideal for modern living and entertaining. The large kitchen is a true centerpiece--featuring sleek countertops, stainless steel appliances, and a seamless flow into the dining and living areas.Every detail has been thoughtfully updated, including fresh flooring, recessed lighting, and stylish fixtures throughout. Both bathrooms are completely remodeled with contemporary finishes, and all four bedrooms offer generous space and natural light.",https://www.realtor.com/realestateandhomes-detail/174-N-Wendy-Dr_Newbury-Park_CA_91320_M16408-32490,2025-07-25 22:31:52+00:00,,0,ADU,0.2201215395003376,5775.0,224750.0
"Los Angeles County, CA",2984675586,for_sale,8936 S Manhattan Pl,Los Angeles,CA,90047,33.95521,-118.30982,785000,0,3,2,1208.0,5197.0,1925.0,0,single_family,"ASK ABOUT LOWER MORTGAGE PAYMENTS Welcome to this Inglewood adjacent, BEAUTIFULLY REMODELED, 3-bedroom, 2-bath Gramercy Park home. Fully remodeled in 2020, this move-in ready home features: An OPEN CONCEPT living and dining area bathed in NATURAL LIGHT from a large west-facing picture window; Dual-Pane Windows; Recessed Lighting; Laminate Flooring; An OPEN & BRIGHT Kitchen; and FULLY-UPDATED Bathrooms. MAJOR IMPROVEMENTS such as: Roofing; Framing; Drywall; Stucco; Plumbing, and an Upgraded Foundation. The expansive, LANDSCAPED BACKYARD is ideal for entertaining with a Custom Paver Design, Stamped Concrete Patio and Grassy Play Area perfect for gatherings or relaxing evenings. With the detached garage, there could be excellent potential for for an ADU, studio, workspace, or extra storage. Located just minutes from SoFi Stadium, the Kia Forum, LAX, parks, markets, dining, and shopping, this is an incredible property, ready to welcome you home.",https://www.realtor.com/realestateandhomes-detail/8936-S-Manhattan-Pl_Los-Angeles_CA_90047_M16248-45707,2025-07-25 16:53:42+00:00,,0,ADU,0.23244179334231288,3989.0,261666.66666666666
"Los Angeles County, CA",2984688134,for_sale,22444 Domingo Rd,Woodland Hills,CA,91364,34.159581,-118.615421,1299000,0,4,3,2354.0,10817.0,1963.0,0,single_family,"Welcome to this Super Clean Updated 2 Story Split Level 4 Bedrooms, 3 Bathrooms Charmer. It Boasts 2354 Total SF and is South of Ventura Blvd. Situated on a Very Quiet Street in a Highly Desirable Area. Close to 101 Freeway, Top Rated LAUSD Schools, Shops, Dining, Markets and the Westfield Topanga Mall. This Well-Maintained Home Features a Fully Built Out 500 SF Basement (Not Included in Tax Assessor Records) with Bedroom, Walk-in Closet and Living Room, It's Perfect for a Private Living Suite, Office or Gym. The Main House (3BR+3BA Without Basement) is 1854 SF Per Tax Assessor Records. Enter into A High Ceiling Foyer, the Living Room and Dining Area Have Large Windows that Let In an Abundance of Natural Light. This Light & Bright Pool/Spa Home has a Great Shaded Backyard Patio to Relax on During those Hot Summer days. Spacious Up Slope Backyard Lot with Possible Potential to Build an ADU with Access from Street in the Back. The Large Den Features a Gas Wood Burning Cozy Brick Fireplace. Move Right in! Its Been Freshly Painted Inside and Out. Floors are Hardwood, Saltillo Tile, Ceramic Tiles and Vinyl HW Throughout. Many Upgrades Include 6-Year-Old Roof, Copper Plumbing, Gas Double Oven & Kitchen Aid 4 Burner Cooktop, Dishwasher & Brushed Nickel Fixtures, Recessed Lights, Spacious Dining Area with Loads of Pantry Space. All Upstairs Bedrooms Include Window Blinds, Ceiling Fans and Large Mirrored Closet Doors. The Attached Double Car Garage Has Washer and Dryer Hookups & Direct Access to the House. Easy to Show on Short Notice.",https://www.realtor.com/realestateandhomes-detail/22444-Domingo-Rd_Woodland-Hills_CA_91364_M27806-69212,2025-07-25 20:38:51+00:00,,0,ADU,0.21762041231395027,8463.0,324750.0
"Los Angeles County, CA",2984662430,for_sale,1316 S Palm Ave,Alhambra,CA,91803,34.077791,-118.146207,1040000,0,3,2,1495.0,6636.0,1937.0,0,single_family,"Why own 1 home when you can own 2? Nestled on a quiet, tree-lined street, this rare find is a single-story, single-family home with a brand new, fully permitted detached ADU, offering outstanding flexibility and versatility for multigenerational living or rental income--earn passive income right from your backyard! The move-in ready 2 bedrooms 1 bath front main house welcomes you with natural bright light and recently upgraded brand new flooring. Enjoy a beautifully landscaped front yard and a spacious backyard lined with mature fruit trees, including orange, peach, lemon, pineapple guava, loquat, pomegranate, fig, and nectarine. The 425 sq ft back ADU includes 1 bedroom, 1 bathroom, quartz countertop kitchen, rainfall shower, modern finishes, and its own private entrance, separate address, and individual electric and water meters. Located in a highly rated school district, just minutes from Cal State LA, shopping, dining, parks, hospitals, and major freeways, this property combines comfort, convenience, and investment potential--a unique opportunity in the thriving city of Alhambra you won't want to miss!",https://www.realtor.com/realestateandhomes-detail/1316-S-Palm-Ave_Alhambra_CA_91803_M12355-10735,2025-07-25 12:22:20+00:00,,0,ADU,0.22528631705846897,5141.0,346666.6666666667
"Los Angeles County, CA",2984663326,for_sale,835 Sunset Ave,Venice,CA,90291,34.000687,-118.465379,2499999,0,4,4,2466.0,7233.0,1946.0,0,single_family,"Modern West Coastal Living in Venice - 4 Bed, 4 Bath, 2, 466 Sq Ft of Fully Renovated Luxury!! Come and experience your dream home in the heart of Venice - where sleek modern finishes meet iconic SoCal charm. This spacious 4-bedroom, 4-bathroom residence spans 2, 400+ square feet of fully renovated living space and is nestled in one of the Westside's most sought-after neighborhoods, just minutes from the beach, Abbot Kinney, and everything Venice has to offer. Want more??? We also have approved 1200 sq. ft. ADU plan!!! Inside the Home: Completely renovated throughout with high-end designer touches Brand-new wide-plank flooring and custom tile work in every bathroom Open-concept chef's kitchen with quartz countertops and brand-new stainless steel appliances Four generously sized bedrooms, each with its own renovated bathroom for privacy and comfort Primary suite features a luxurious en-suite bath and walk-in closet Large windows and glass doors let in natural light and ocean breezes Outdoor & Curb Appeal: Beautiful- revamped landscaping with lush greenery and iconic palm trees lining the property Charming welcoming porch perfect for morning coffee or sunset unwinding Second-floor balcony with views over Venice - an entertainer's dream Private backyard space with room for al fresco dining or lounging Prime Venice Location: Just blocks from the beach, Venice Boardwalk, and Abbot Kinney Boulevard Minutes from Santa Monica, Marina del Rey, and Playa Vista Walking distance to Penmar Golf Course, Erewhon, Whole Foods and Venice landmark the Mosaic Tile house! Easy access to trendy cafs, restaurants, shopping, and art galleries Plenty of parking and thoughtful modern upgrades throughout make this home move-in ready and built for both comfort and style. Live the lifestyle people travel the world to find - in the comfort of your own fully renovated Venice retreat. Contact us today to schedule a private showing. This is Venice luxury at its finest.",https://www.realtor.com/realestateandhomes-detail/835-Sunset-Ave_Venice_CA_90291_M19303-76574,2025-07-25 12:52:53+00:00,,0,ADU,0.3409373703857321,4767.0,624999.75
"Los Angeles County, CA",2985205724,for_sale,2240 Maywind Way,Hacienda Heights,CA,91745,33.988176,-117.945602,1158000,0,4,2,1901.0,7426.0,1977.0,0,single_family,"Location! Location! Location! Beautiful Single Story home in the Prime Location of Hacienda Heights. Open Floor with Large Living Room and Formal Dining Room. Freshly painted interior and exterior. Fully Remodeled Kitchen with New Cabinets and Quartz countertops. New Appliances. New Accessed Lighting throughout. Cozy Family Room with fireplace. Bright and Airy. 4 Good size Bedrooms and 2 Bathrooms. Large backyard with possibly ADU or addition. Red Tile Roof. Mountain View at the back. Close to 99 Ranch market and 168 Market shopping centers. Near Peter Schabarum Regional Park and Medical centers. banks, restaurants and Bus Stops Nearby.",https://www.realtor.com/realestateandhomes-detail/2240-Maywind-Way_Hacienda-Heights_CA_91745_M18072-06856,2025-08-10 12:33:28+00:00,,0,ADU,0.25599245892809047,5525.0,289500.0
"Los Angeles County, CA",2984656016,for_sale,7327 N Loma Verde Ave,Canoga Park,CA,91303,34.203702,-118.589887,945000,0,5,5,1904.0,6383.0,1942.0,0,single_family,"Welcome to this beautifully upgraded and thoughtfully designed 5-bedroom, 5-bathroom residence in the heart of Canoga Park. This spacious 1, 904 sq ft home sits on a 6, 381 sq ft lot and blends luxury, functionality, and exceptional versatility. The main home features a bright and expansive living room, a modern kitchen with upgraded flooring, refinished cabinetry, and updated tile work, and three oversized master suites, each with a private bathroom and direct backyard accessperfect for multi-generational living or hosting with ease. Natural light floods the interiors, highlighting the clean lines and elevated finishes throughout. The private backyard is a tranquil retreat, professionally landscaped with mature fruit trees, ideal for entertaining or relaxing in privacy. A long driveway provides generous parking for an RV and over six additional vehiclesa rare convenience in this area. A standout feature of the property is the fully permitted detached ADU, built in 2020. With a separate address and private entrance, this one-bedroom, one-bath studio is well-suited for extended stays, guest use, or a private home office. Behind the ADU, a dedicated storage unit adds valuable utility. Recent updates include remodeled bathrooms with new flooring, doors, windows, and lighting, plus major system upgrades to HVAC, plumbing, and electrical. With its turnkey condition, adaptable layout, and prime location near shopping, schools, and transit, this home presents an outstanding chance to own a thoughtfully designed property in one of the Valleys most desirable neighborhoods. All information deemed reliable but not guaranteed. Buyer to verify square footage, permits, and all property details to their satisfaction. Dont miss this opportunity. Schedule your private showing today! We Represent Sellers, Buyers, and First-Time Buyers.",https://www.realtor.com/realestateandhomes-detail/7327-Loma-Verde-Ave_Canoga-Park_CA_91303_M14872-68774,2025-07-25 02:38:20+00:00,,0,ADU,0.2982923390255366,4479.0,189000.0
"Los Angeles County, CA",2984656633,for_sale,49 W LA Sierra Dr,Arcadia,CA,91007,34.126566,-118.033404,2850000,0,4,5,4488.0,13144.0,1992.0,0,single_family,"Welcome to this beautifully crafted 4, 488 sqft luxury estate located in one of Arcadias most prestigious neighborhoods and within the highly sought-after Arcadia Unified School District. Designed with elegance and comfort in mind, this home offers generous open spaces and high-end finishes throughout. Featuring 4 spacious bedrooms and 4 1/2 bathrooms, this residence includes 1 bedroom downstairs with its own private en-suite bath ideal for guests or multigenerational living. The grand formal living room and expansive family room provide abundant space for entertaining, while the elegant formal dining room is perfect for hosting memorable dinners. Large windows throughout flood the home with natural light and enhance the airy, open feel. The luxurious master suite serves as a private retreat, complete with a den/sitting area, a spa-inspired master bath with dual vanities, a soaking tub, and a walk-in shower. Step outside to a massive backyard, ideal for entertaining or expansion. This property offers the perfect opportunity to build an ADU, great for extended family, rental income, or a private guest house.",https://www.realtor.com/realestateandhomes-detail/49-W-LA-Sierra-Dr_Arcadia_CA_91007_M20273-35801,2025-07-25 03:18:40+00:00,,0,ADU,0.3414485696895922,8656.0,712500.0
"Los Angeles County, CA",2984656093,for_sale,5317 Angeles Vista Blvd,View Park,CA,90043,33.994775,-118.344357,1625000,0,4,3,3222.0,7545.0,1949.0,0,single_family,"Welcome to your dream home an exquisite 4-bedroom, 3-bath Spanish-style sanctuary nestled in one of Los Angeles' most sought-after neighborhoods: View Park. Brimming with warmth, natural light, and sophisticated style, this beautifully updated residence blends classic architecture with contemporary design to create a space that feels as effortless as it is elegant. From the moment you walk through the door, you're greeted by an open, airy floor plan that invites connection, conversation, and comfort. Sunlight floods the living spaces, highlighting thoughtful details that make this home both stunning and livable. At the heart of the home, a chef's kitchen awaits an inspiring space designed for both everyday meals and memorable gatherings. Outfitted with custom cabinetry, quartz countertops, premium stainless steel appliances, a center island, and a cozy breakfast nook, it's as functional as it is beautiful. Retreat to the expansive primary suite, your own private escape. Enjoy a spacious walk-in closet, an oversized spa-like bathroom, and a serene balcony overlooking the sparkling backyard pool perfect for sipping wine at sunset or easing into your morning with a gentle breeze. Three additional bedrooms offer versatility and spaceideal for family, guests, or your dream home office or creative studio. Each room is generously sized, with ample closet space and large windows that invite in the light and views. Step outside into your personal backyard oasis, where California living truly shines. The glistening pool and lush landscaping create a peaceful retreat, while multiple lounge areas invite you to relax, entertain, or simply soak up the sun. A separate, gated area of the yard offers incredible potential whether you envision an ADU, a thriving garden, or a secure play space for kids and pets. This home features a two-car garage with an attached bonus space, fully equipped with plumbing and electricalideal for an office, studio, or additional living area. A spacious driveway offers ample parking for multiple vehicles, including a boat or RV. Located near SoFi Stadium, Culver City, Kenneth Hahn Park, and the best of LA's shopping, dining, and entertainment this home offers a rare opportunity to own in a neighborhood rich with culture, pride, and community. A residence of this caliber is more than a home it's a statement. Every element has been carefully curated to offer a lifestyle of comfort, elegance, and ease. From the gourmet kitchen to the tranquil outdoor retreat, this property blends timeless architecture with modern luxury in perfect harmony. Whether entertaining on a grand scale or enjoying quiet moments in sunlit solitude, this home offers space, style, and serenity. Experience elevated living. This is where your legacy begins.",https://www.realtor.com/realestateandhomes-detail/5317-Angeles-Vista-Blvd_View-Park_CA_90043_M20629-34680,2025-07-25 02:45:45+00:00,,0,ADU,0.42703777335984094,4323.0,406250.0
"Los Angeles County, CA",2984654687,for_sale,7701 Toland Ave,Los Angeles,CA,90045,33.967542,-118.376958,1495000,0,3,2,1687.0,7847.0,1950.0,0,single_family,"Welcome to your dream home in the heart of Westchester! This charming three-bedroom, two-bathroom conventional style residence blends classic design with modern comforts. Situated on a large corner lot this property offers many possibilities! As you approach the home, you'll be greeted by an oversized front yard and a welcoming porch. Step inside to discover a spacious and light-filled living area, perfect for family gatherings or entertaining guests. The open floor plan seamlessly connects the living room to a cozy dining area, hardwood floors flow throughout, creating an inviting atmosphere. The kitchen has ample counter space, and plenty of cabinetry for storage. An adjacent breakfast nook offers a sunny spot for casual meals, with views of the backyard and pool. The primary bedroom suite boasts an en-suite bathroom with contemporary fixtures and finishes, providing a private retreat. The two additional bedrooms are ideal for family, guests, or a home office, and share second bathroom. Step outside to your own private oasis! The backyard features a sparkling swimming pool, perfect for enjoying the California sun or hosting summer barbecues. A spacious patio area provides the ideal setting for outdoor dining and relaxation. A detached two car garage off the patio area gives accessory dwelling unit (ADU) possibilities. Located in a desirable neighborhood, this home is just minutes away from local parks, shops, and schools, making it perfect for families and professionals alike. With its blend of classic charm and modern amenities, this Westchester home is a true gem waiting for you to make it your own!",https://www.realtor.com/realestateandhomes-detail/7701-Toland-Ave_Los-Angeles_CA_90045_M21151-26596,2025-07-25 02:19:29+00:00,,0,"ADU, accessory dwelling",0.2149866190900981,6160.0,498333.3333333333
